stshortname,stname,stcode,stdate1,stdate2,stroadname,stroadcode,stcountry,stcountrycode
ЧОП (ЭК.ОББ),ЧОП ( ЭКСП. ОББ ),38050,01.05.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЧОП (ЭК.ЖСР),ЧОП ( ЭКСП.ЖСР ),38030,01.05.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ВОРОХТА,ВОРОХТА,38650,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ВИЖНИЦА,ВИЖНИЦА,38970,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ГОРОДЕНКО-ЗВ,ГОРОДЕНКО-ЗАВОД,38900,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
РАХОВ,РАХОВ,38630,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ИСПАС,ИСПАС,38960,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЦЕНЖЕВ,ЦЕНЖЕВ,38780,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КОЗОВА,КОЗОВА,36240,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
РАДОШИН,РАДОШИН,35860,01.06.2008,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ГАЛИЧ,ГАЛИЧ,38820,01.01.1900,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СТАВНЕ,СТАВНЕ,38210,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЧОП (ЭК.ЮЖ),ЧОП ( ЭКСП. ЮЖ ),38040,29.10.2012 14:30:52,30.10.2012,ЛЬВОВСКАЯ,35,УКРАИНА,804
ДОБРОТВОР,ДОБРОТВОР,37100,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ГОЛОБЫ,ГОЛОБЫ,35850,01.06.2008,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ПЕРСЕНКОВКА,ПЕРСЕНКОВКА,37860,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ХОДОРОВ,ХОДОРОВ,37910,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
НИКОЛАЕВ-ДН.,НИКОЛАЕВ-ДНЕСТРОВСКИЙ,37780,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЧОП,ЧОП,38010,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
РОКОСОВО,РОКОСОВО,38520,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ГОРОДОК-ЛЬВ.,ГОРОДОК-ЛЬВОВСКИЙ,37460,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КОМАРНО,КОМАРНО,37590,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
УЖГОРОД,УЖГОРОД,38100,23.04.2004,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КОСТОПОЛЬ,КОСТОПОЛЬ,35680,01.12.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЯСИНЯ,ЯСИНЯ,38640,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ГЛУБОЧЕК-ВЕЛ,ГЛУБОЧЕК-ВЕЛИКИЙ,36070,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ДЕРЕНЕВКА,ДЕРЕНЕВКА,36300,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
РЯСНА 2,РЯСНА 2,37050,23.04.2004,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БУШТИНО,БУШТИНО,38540,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КОРОЛЕВО,КОРОЛЕВО,38470,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БЕЛЗ,БЕЛЗ,37300,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЕСЕНЬ,ЕСЕНЬ,38240,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ТРЕМБОВЛЯ,ТРЕМБОВЛЯ,36290,01.07.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ПЕРЕЧИН,ПЕРЕЧИН,38160,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КАМЕНЬ-КАШИР,КАМЕНЬ-КАШИРСКИЙ,35460,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЗАПЫТОВ,ЗАПЫТОВ,37070,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ДУБРОВИЦА,ДУБРОВИЦА,35620,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ВЕРЕНЧАНКА,ВЕРЕНЧАНКА,36580,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ГНЕЗДЫЧЕВ,ГНЕЗДЫЧЕВ,37830,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЛЮБЕНЬ-ВЕЛИК,ЛЮБЕНЬ-ВЕЛИКИЙ,37600,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЧЕРНОВЦЫ-СЕВ,ЧЕРНОВЦЫ-СЕВЕРНАЯ,36650,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ПОДВЫСОКЕ,ПОДВЫСОКЕ,36170,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БЕРЕЖАНЫ,БЕРЕЖАНЫ,36230,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
МИЗОЧ,МИЗОЧ,35020,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
МОСТИСКА 1,МОСТИСКА 1,37420,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ГОДЫНКОВЦЫ,ГОДЫНКОВЦЫ,36360,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ПЫШКОВЦЫ,ПЫШКОВЦЫ,36450,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БЕЛАЯ-ЧЕРТК.,БЕЛАЯ-ЧЕРТКОВСКАЯ,36480,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КАРАПЧИВ,КАРАПЧИВ,36960,01.07.2004,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БЕРЛЕБАШ,БЕРЛЕБАШ,38620,01.06.2005,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СКНИЛОВ,СКНИЛОВ,37030,23.04.2004,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ИЗОВ,ИЗОВ,35250,23.04.2004,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ТЛУСТЕ,ТЛУСТЕ,36500,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БЕРЕГОВО,БЕРЕГОВО,38410,01.12.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
РАВА-РУС(ЭК),РАВА-РУССКАЯ ( ЭКСП. ),37260,01.05.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ИЗОВ (ЭКС),ИЗОВ (ЭКСП.),35260,27.08.2001,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ВЕЛИК.БЫЧКОВ,ВЕЛИКИЙ БЫЧКОВ,38580,28.09.2005,19.01.2013,ЛЬВОВСКАЯ,35,УКРАИНА,804
КОЛЧИНО,КОЛЧИНО,38340,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
РОМАНКОВЦЫ,РОМАНКОВЦЫ,36790,01.07.2004,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ИВАНО-ФРАНК.,ИВАНО-ФРАНКОВСК,38840,23.04.2004,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ДУБОВЦЫ,ДУБОВЦЫ,38720,15.11.2009,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
РАВА-РУССКАЯ,РАВА-РУССКАЯ,37250,14.09.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ВАСКАУЦЫ,ВАСКАУЦЫ,36780,29.12.2009,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
МИКУЛИНЦ-СТР,МИКУЛИНЦЫ-СТРУСОВ,36280,01.07.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ПОДВОЛОЧИСК,ПОДВОЛОЧИСК,36130,01.07.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ГНИДАВА,ГНИДАВА,35770,24.05.2007,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ВАД-С(ЭКЧФР),ВАДУЛ-СИРЕТ ( ЭКСП. ЧФ Р),36870,01.05.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ИВАНЕ-ПУСТЕ,ИВАНЕ-ПУСТЕ,36420,01.08.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ТЕРЕСВА,ТЕРЕСВА,38560,27.02.2004,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КРЕМЕНЕЦ,КРЕМЕНЕЦ,35050,01.11.2002,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ВЕЛ.БЕРЕЗН,ВЕЛИКИЙ БЕРЕЗНЫЙ,38180,15.04.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ВАД-С(ЭКБДЖ),ВАДУЛ-СИРЕТ ( ЭКСП. БД Ж ),36880,01.05.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БЕРЛЕБ.(ЭКС),БЕРЛЕБАШ (ЭКСП.),38610,01.06.2005,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ГУСЯТИН,ГУСЯТИН,36340,01.07.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЖИДАЧЕВ,ЖИДАЧЕВ,37840,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЗБАРАЖ,ЗБАРАЖ,36020,01.07.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СВАЛЯВА,СВАЛЯВА,38360,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КОЛОМЫЯ,КОЛОМЫЯ,38880,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЛАНОВЦЫ,ЛАНОВЦЫ,36030,01.07.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БОЛЕХОВ,БОЛЕХОВ,38730,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ВЛАДИМИР-ВОЛ,ВЛАДИМИР-ВОЛЫНСКИЙ,35320,29.12.2009,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
РАДЕХОВ,РАДЕХОВ,37170,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СТРЫЙ,СТРЫЙ,37740,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СОКИРЯНЫ,СОКИРЯНЫ,36800,16.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ДОЛИНА,ДОЛИНА,38740,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СЯНКИ,СЯНКИ,38220,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЯГОДИН,ЯГОДИН,35130,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СКАЛА-ПОДОЛ.,СКАЛА-ПОДОЛЬСКАЯ,36400,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ТУРИЙСК,ТУРИЙСК,35380,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СМЫГА,СМЫГА,35040,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ДУБНО,ДУБНО,35030,16.09.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЛЮБОМЛЬ,ЛЮБОМЛЬ,35210,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ШКЛО-СТАРЖИС,ШКЛО-СТАРЖИСКА,37330,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЯВОРОВ,ЯВОРОВ,37320,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БАТЕВО,БАТЕВО,38250,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
МЕЖИРЕЧЬЕ,МЕЖИРЕЧЬЕ,36970,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СКОЛЕ,СКОЛЕ,37690,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СИХОВ,СИХОВ,37870,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
РУДКИ,РУДКИ,37580,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ПЕСОЧНОЕ,ПЕСОЧНОЕ,37746,23.04.2004,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
РОЖНЯТОВ,РОЖНЯТОВ,38760,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КАМЯНИЦА,КАМЯНИЦА,38150,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ОБАРОВ,ОБАРОВ,35940,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
РОГАТИН,РОГАТИН,36160,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БОРЖАВА,БОРЖАВА,38420,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СТОЯНОВ,СТОЯНОВ,37180,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЧЕРНОВЦЫ,ЧЕРНОВЦЫ,36660,23.04.2004,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СОКАЛЬ,СОКАЛЬ,37140,23.04.2004,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ТУРКА,ТУРКА,37520,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
САМБОР,САМБОР,37570,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЛЬВОВ,ЛЬВОВ,37000,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЗБОРОВ,ЗБОРОВ,36060,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СУДОВ.ВИШНЯ,СУДОВАЯ ВИШНЯ,37440,01.01.1900,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ТУХЛЯ,ТУХЛЯ,37670,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ВИНОГРАДВ-ЗК,ВИНОГРАДОВО-ЗАКАРПАТСКОЕ,38440,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЦУМАНЬ,ЦУМАНЬ,35920,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КУЛИКОВ,КУЛИКОВ,37220,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЧЕРНОТИССОВ,ЧЕРНОТИССОВ,38480,28.09.2005,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
МАТЕЕВЦЫ,МАТЕЕВЦЫ,38910,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
МАМАЛЫГА,МАМАЛЫГА,36730,26.12.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СТРАБИЧ (ЭК),СТРАБИЧЕВО (ЭКСП.),38390,01.06.2008,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
МАГАЛА(РЗД),МАГАЛА (РЗД),36690,08.09.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ВАДУЛ-СИРЕТ,ВАДУЛ-СИРЕТ,36860,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ТЕРЕСВА(ЭКС),ТЕРЕСВА (ЭКСП.),38510,27.02.2004,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЯГОД(ЭК-ПКП),ЯГОДИН (ЭКСП. ПКП),35150,01.05.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
МУКАЧЕВО (Э),МУКАЧЕВО (ЭКСП.),38080,01.06.2008,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЖОРНАВА,ЖОРНАВА,38200,07.06.2005,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЗАЛЕЩИКИ,ЗАЛЕЩИКИ,36520,08.06.2005,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЛЮМБОЛЬ (Э),ЛЮБОМЛЬ (ЭКСП.),35200,01.06.2008,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СТАР.САМБОР,СТАРЫЙ САМБОР,37560,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЯГОД.(ЭК-ДБ),ЯГОДИН (ЭКСП. ДБ),35140,12.01.2007,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ВОЛОВЕЦ,ВОЛОВЕЦ,38370,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ДЕЛЯТИН,ДЕЛЯТИН,38660,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЛЮБЛ-ВОЛ(РЗ),ЛЮБЛИНЕЦ-ВОЛЫНСКИЙ (РЗД),35390,08.09.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
РОВНО,РОВНО,35660,01.03.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ХОДОВИЧИ,ХОДОВИЧИ,37820,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
МОСТИСКА 2,МОСТИСКА 2,37350,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ГЛЕБОВИЧИ,ГЛЕБОВИЧИ,37890,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СТЕБНИК,СТЕБНИК,37650,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ТЯЧЕВО,ТЯЧЕВО,38550,15.04.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БУКАЧЕВЦЫ,БУКАЧЕВЦЫ,38800,07.03.2007,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КИВЕРЦЫ,КИВЕРЦЫ,35900,01.03.2007,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
САРНЫ,САРНЫ,35550,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ОЗЕРЯНЫ,ОЗЕРЯНЫ,35010,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ДАВЫДОВ,ДАВЫДОВ,37850,01.01.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ТОМАШГОРОД,ТОМАШГОРОД,35580,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ГРЕБЕНОВ,ГРЕБЕНОВ,37680,01.11.2002,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ОЖИДОВ-ОЛЕСК,ОЖИДОВ-ОЛЕСКО,35110,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
РАДИВИЛОВ,РАДИВИЛОВ,35080,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЛЮБОМИРСК,ЛЮБОМИРСК,35670,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КЛЕПАРОВ,КЛЕПАРОВ,37040,23.04.2004,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БОРИСЛАВ,БОРИСЛАВ,37640,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
МОС2(ЭК-ЧД),МОСТИСКА 2 ( ЭКСП. ЧД ),37380,12.01.2007,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ОЗЕРЯНЫ-ПИЛ.,ОЗЕРЯНЫ-ПИЛАТКОВЦЫ,36390,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ШМАНКОВЧИКИ,ШМАНКОВЧИКИ,36380,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ДУБЛЯНЫ-ЛЬВ.,ДУБЛЯНЫ-ЛЬВОВСКИЕ,37060,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СТРАБИЧЕВО,СТРАБИЧЕВО,38310,01.07.2005,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
САДГОРА,САДГОРА,36680,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЯГЕЛЬНИЦА,ЯГЕЛЬНИЦА,36490,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ОСТКИ,ОСТКИ,35600,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ИВАНОВЦЫ,ИВАНОВЦЫ,36770,13.08.2012 11:29:58,14.08.2012,ЛЬВОВСКАЯ,35,УКРАИНА,804
МАМАЛЫГА ЭКС,МАМАЛЫГА (ЭКСП.),36740,01.06.2002,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КИЦМАНЬ,КИЦМАНЬ,36620,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
МАЛЫНСК,МАЛЫНСК,35700,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КАЛУШ,КАЛУШ,38770,23.04.2004,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ДОБРОСИН,ДОБРОСИН,37240,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ГОРНЯК,ГОРНЯК,37120,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
НЕПОЛОКОВЦЫ,НЕПОЛОКОВЦЫ,38980,01.07.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЖОВКВА,ЖОВКВА,37230,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
МИЛЯЧИ,МИЛЯЧИ,35630,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БОРЩЕВ,БОРЩЕВ,36410,01.08.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
УНГ.(ЭК.ЧФР),УНГЕНЬ ( ЭКСП. ЧФР ),39210,01.05.2006,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
ГОТЕШТЬ,ГОТЕШТЬ,39680,01.05.2000,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
ПРУТ,ПРУТ,39710,01.08.2000,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
БАСАРАБЯСКА,БАСАРАБЯСКА,39900,09.10.2007,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
КИШИНЭУ,КИШИНЭУ,39120,01.08.2000,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
ВЭЛЧИНЕЦ,ВЭЛЧИНЕЦ,39430,01.08.2000,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
ТАРАКЛИЯ,ТАРАКЛИЯ,39870,01.08.2000,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
ВЭРЭНКЭУ,ВЭРЭНКЭУ,39650,06.12.2004,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
БРЭТУШЕНЬ,БРЭТУШЕНЬ,39400,01.08.2000,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
ВУЛКЭНЕШТЬ,ВУЛКЭНЕШТЬ,39840,01.08.2000,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
ДОНДУШЕНЬ,ДОНДУШЕНЬ,39380,01.08.2000,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
МАТЕУЦЬ,МАТЕУЦЬ,39630,01.08.2000,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
БЕНДЕР II,БЕНДЕР II,39060,25.01.2007,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
РОГОЖЕНЬ,РОГОЖЕНЬ,39580,01.08.2000,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
КАТРАНИК,КАТРАНИК,39290,01.08.2000,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
ДЖУРД(Э-ЧФР),ДЖУРДЖУЛЕШТЬ (ЭКСП. ЧФР),39780,01.05.2006,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
БАСАРАБЯС(Э),БАСАРАБЯСКА (ЭКСП.),39240,23.06.1999,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
ЧАДЫР-ЛУНГА,ЧАДЫР-ЛУНГА,39880,01.08.2000,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
АБАКЛИЯ,АБАКЛИЯ,39890,01.08.2000,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
БУЛЬБОКА,БУЛЬБОКА,39070,01.08.2000,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
СТРЭШЕНЬ,СТРЭШЕНЬ,39150,01.08.2000,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
ДЖУРД.ПОРТ-Э,ДЖУРДЖУЛЕШТЬ - ПОРТ(ЭКСП.),39800,05.04.2012,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
НОВОСАВИЦ. Э,НОВОСАВИЦКАЯ (ЭКСП.),39230,01.12.2005,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
АЛЕКСЭНДРЕНЬ,АЛЕКСЭНДРЕНЬ,39540,01.08.2000,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
ЕТУЛИЯ,ЕТУЛИЯ,39830,20.01.2008,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
КЭЛЭРАШ,КЭЛЭРАШ,39170,01.08.2000,01.01.3000,МОЛДАВСКАЯ,39,Республика Молдова,498
